reward 0,reward 6,reward 9,reward 3,StepNum,reward 5,reward 7,reward 4,reward 1,reward 8,reward 2
708.0284651877596,467.5871274770436,409.54926661966965,526.5970481594039,1000,473.2844060700732,460.1980043525844,516.4735616250285,639.9813433197019,427.3852996903935,575.2734134399523
1237.9395393580367,526.5970481594039,485.87949706097186,625.3716050709029,2000,572.8706185594425,516.4735616250285,575.2734134399523,708.0284651877596,494.22428839880286,639.9813433197019
1237.9395393580367,575.2734134399523,526.5970481594039,639.9813433197019,3000,582.193627093216,572.8706185594425,625.3716050709029,708.0284651877596,528.4188436243012,660.1952298171403
1237.9395393580367,582.193627093216,528.4188436243012,660.1952298171403,4000,625.3716050709029,575.2734134399523,639.9813433197019,723.6733682239683,572.8706185594425,708.0284651877596
1237.9395393580367,660.1952298171403,582.193627093216,723.6733682239683,5000,680.9521343019063,639.9813433197019,708.0284651877596,875.1967163494324,625.3716050709029,814.2781094912082
1237.9395393580367,680.9521343019063,625.3716050709029,801.8821273144172,6000,708.0284651877596,660.1952298171403,723.6733682239683,875.1967163494324,639.9813433197019,814.2781094912082
1237.9395393580367,716.3316987537514,660.1952298171403,801.8821273144172,7000,723.6733682239683,708.0284651877596,741.6111448268473,875.1967163494324,680.9521343019063,814.2781094912082
1237.9395393580367,716.3316987537514,675.9363428523784,801.8821273144172,8000,723.6733682239683,708.0284651877596,741.6111448268473,875.1967163494324,680.9521343019063,814.2781094912082
1237.9395393580367,723.6733682239683,686.5640073884068,814.2781094912082,9000,741.6111448268473,716.3316987537514,801.8821273144172,875.1967163494324,708.0284651877596,872.6885337317781
1237.9395393580367,723.6733682239683,686.5640073884068,814.2781094912082,10000,741.6111448268473,716.3316987537514,801.8821273144172,875.1967163494324,708.0284651877596,872.6885337317781
1237.9395393580367,728.2627225739855,708.0284651877596,814.2781094912082,11000,741.6111448268473,723.6733682239683,801.8821273144172,875.1967163494324,716.3316987537514,872.6885337317781
1237.9395393580367,728.2627225739855,708.0284651877596,814.2781094912082,12000,741.6111448268473,723.6733682239683,801.8821273144172,875.1967163494324,716.3316987537514,872.6885337317781
1237.9395393580367,728.2627225739855,708.0284651877596,814.2781094912082,13000,741.6111448268473,723.6733682239683,801.8821273144172,875.1967163494324,716.3316987537514,872.6885337317781
1237.9395393580367,761.1612713866831,723.6733682239683,872.6885337317781,14000,801.8821273144172,741.6111448268473,814.2781094912082,1031.7890071101674,728.2627225739855,875.1967163494324
1237.9395393580367,801.8821273144172,728.2627225739855,875.1967163494324,15000,814.2781094912082,761.1612713866831,872.6885337317781,1123.1577910382305,741.6111448268473,1031.7890071101674
1237.9395393580367,801.8821273144172,728.2627225739855,875.1967163494324,16000,814.2781094912082,761.1612713866831,872.6885337317781,1123.1577910382305,741.6111448268473,1031.7890071101674
1237.9395393580367,801.8821273144172,728.2627225739855,875.1967163494324,17000,814.2781094912082,761.1612713866831,872.6885337317781,1123.1577910382305,741.6111448268473,1031.7890071101674
1237.9395393580367,803.6532103511881,741.6111448268473,875.1967163494324,18000,814.2781094912082,801.8821273144172,872.6885337317781,1123.1577910382305,761.1612713866831,1031.7890071101674
1237.9395393580367,803.6532103511881,741.6111448268473,875.1967163494324,19000,814.2781094912082,801.8821273144172,872.6885337317781,1123.1577910382305,761.1612713866831,1031.7890071101674
1237.9395393580367,814.2781094912082,761.1612713866831,1031.7890071101674,20000,872.6885337317781,803.6532103511881,875.1967163494324,1123.1577910382305,801.8821273144172,1108.8417802034583
1237.9395393580367,835.1067990351929,801.8821273144172,1031.7890071101674,21000,872.6885337317781,814.2781094912082,875.1967163494324,1123.1577910382305,803.6532103511881,1108.8417802034583
1521.035578607904,872.6885337317781,803.6532103511881,1108.8417802034583,22000,875.1967163494324,835.1067990351929,1031.7890071101674,1237.9395393580367,814.2781094912082,1123.1577910382305
1521.035578607904,872.6885337317781,803.6532103511881,1108.8417802034583,23000,875.1967163494324,835.1067990351929,1031.7890071101674,1237.9395393580367,814.2781094912082,1123.1577910382305
1521.035578607904,872.6885337317781,803.6532103511881,1108.8417802034583,24000,875.1967163494324,835.1067990351929,1031.7890071101674,1237.9395393580367,814.2781094912082,1123.1577910382305
1521.035578607904,872.6885337317781,803.6532103511881,1108.8417802034583,25000,875.1967163494324,835.1067990351929,1031.7890071101674,1237.9395393580367,814.2781094912082,1123.1577910382305
1521.035578607904,875.1967163494324,814.2781094912082,1108.8417802034583,26000,906.8250435988432,872.6885337317781,1031.7890071101674,1237.9395393580367,835.1067990351929,1123.1577910382305
1521.035578607904,875.1967163494324,814.2781094912082,1108.8417802034583,27000,906.8250435988432,872.6885337317781,1031.7890071101674,1237.9395393580367,835.1067990351929,1123.1577910382305
1521.035578607904,875.1967163494324,814.2781094912082,1108.8417802034583,28000,906.8250435988432,872.6885337317781,1031.7890071101674,1237.9395393580367,835.1067990351929,1123.1577910382305
1521.035578607904,906.8250435988432,835.1067990351929,1123.1577910382305,29000,1031.7890071101674,875.1967163494324,1108.8417802034583,1476.520619608989,872.6885337317781,1237.9395393580367
1521.035578607904,906.8250435988432,835.1067990351929,1123.1577910382305,30000,1031.7890071101674,875.1967163494324,1108.8417802034583,1476.520619608989,872.6885337317781,1237.9395393580367
1521.035578607904,906.8250435988432,835.1067990351929,1123.1577910382305,31000,1031.7890071101674,875.1967163494324,1108.8417802034583,1476.520619608989,872.6885337317781,1237.9395393580367
1521.035578607904,906.8250435988432,875.1967163494324,1123.1577910382305,32000,1031.7890071101674,882.8084091955595,1108.8417802034583,1476.520619608989,881.6425045247352,1237.9395393580367
1521.035578607904,906.8250435988432,875.1967163494324,1123.1577910382305,33000,1031.7890071101674,882.8084091955595,1108.8417802034583,1476.520619608989,881.6425045247352,1237.9395393580367
1521.035578607904,906.8250435988432,875.1967163494324,1123.1577910382305,34000,1031.7890071101674,882.8084091955595,1108.8417802034583,1476.520619608989,881.6425045247352,1237.9395393580367
1521.035578607904,906.8250435988432,875.1967163494324,1123.1577910382305,35000,1031.7890071101674,882.8084091955595,1108.8417802034583,1476.520619608989,881.6425045247352,1237.9395393580367
1521.035578607904,906.8250435988432,875.1967163494324,1123.1577910382305,36000,1031.7890071101674,882.8084091955595,1108.8417802034583,1476.520619608989,881.6425045247352,1237.9395393580367
1521.035578607904,906.8250435988432,875.1967163494324,1123.1577910382305,37000,1031.7890071101674,882.8084091955595,1108.8417802034583,1476.520619608989,881.6425045247352,1237.9395393580367
1521.035578607904,906.8250435988432,875.1967163494324,1123.1577910382305,38000,1031.7890071101674,882.8084091955595,1108.8417802034583,1476.520619608989,881.6425045247352,1237.9395393580367
1521.035578607904,1108.8417802034583,882.8084091955595,1237.9395393580367,39000,1123.1577910382305,1031.7890071101674,1232.8322603001236,1476.520619608989,906.8250435988432,1295.8282926638349
1521.035578607904,1123.1577910382305,906.8250435988432,1237.9395393580367,40000,1178.388264604326,1108.8417802034583,1232.8322603001236,1476.520619608989,1031.7890071101674,1295.8282926638349
1521.035578607904,1123.1577910382305,906.8250435988432,1237.9395393580367,41000,1178.388264604326,1108.8417802034583,1232.8322603001236,1476.520619608989,1031.7890071101674,1295.8282926638349
1521.035578607904,1123.1577910382305,906.8250435988432,1237.9395393580367,42000,1178.388264604326,1108.8417802034583,1232.8322603001236,1476.520619608989,1031.7890071101674,1295.8282926638349
1521.035578607904,1123.1577910382305,906.8250435988432,1237.9395393580367,43000,1178.388264604326,1108.8417802034583,1232.8322603001236,1476.520619608989,1031.7890071101674,1295.8282926638349
1521.035578607904,1123.1577910382305,906.8250435988432,1237.9395393580367,44000,1178.388264604326,1108.8417802034583,1232.8322603001236,1476.520619608989,1031.7890071101674,1295.8282926638349
1521.035578607904,1123.1577910382305,906.8250435988432,1237.9395393580367,45000,1178.388264604326,1108.8417802034583,1232.8322603001236,1476.520619608989,1031.7890071101674,1295.8282926638349
1521.035578607904,1178.388264604326,1031.7890071101674,1295.8282926638349,46000,1232.8322603001236,1123.1577910382305,1237.9395393580367,1476.520619608989,1108.8417802034583,1358.6908716513117
1521.035578607904,1178.388264604326,1031.7890071101674,1295.8282926638349,47000,1232.8322603001236,1123.1577910382305,1237.9395393580367,1476.520619608989,1108.8417802034583,1358.6908716513117
